ID,FMZ,Name,Phos,pH,Calc,Ecozone,Species,Fishery
17-6806-50080,15,Red Pine L.,7.9,6.679,2.02,Ontario Shield,11,Lake Trout
17-6807-49881,15,Twelve Mile L.,5.599,7.11,5.219,Ontario Shield,15,Lake Trout
17-6820-49260,17,Sturgeon L.,9.199,7.82,23.6,Mixedwood Plains,48,Walleye
17-6934-50060,15,Redstone L.,4.599,6.809,2.279,Ontario Shield,11,Lake Trout
17-6992-49270,17,Pigeon L.,8.8,7.95,29.399,Mixedwood Plains,35,Walleye
17-7042-49937,15,Drag L.,5.2,7.24,7.04,Ontario Shield,11,NA
17-7074-49293,17,Buckhorn L.,13.9,8.029,31.199,Mixedwood Plains,26,Walleye
17-7074-49389,17,Big Bald L.,11.5,8.06,37.2,Mixedwood Plains,15,Walleye
17-7076-49181,17,Chemong L.,13.4,8.199,41.2,Mixedwood Plains,35,Walleye
17-7116-49585,15,Catchacoma L.,4.5,7.349,6.679,Ontario Shield,11,Lake Trout
17-7120-51253,12,Holden L.,12.8,6.809,4.98,Ontario Shield,45,Walleye
17-7120-51253,12,Holden L.,12.8,6.809,4.98,Ontario Shield,19,Walleye
17-7123-49536,15,Mississagua L.,3.899,7.4,6.759,Ontario Shield,2,NA
17-7123-49536,15,Mississagua L.,3.899,7.4,6.759,Ontario Shield,11,NA
17-7123-49536,15,Mississagua L.,3.899,7.4,6.759,Ontario Shield,3,NA
17-7170-49371,17,Lower Buckhorn L.,9.099,8.14,33.899,Mixedwood Plains,29,Walleye
17-7182-49263,17,Katchewanooka L.,8.8,8,32.2,Mixedwood Plains,22,Walleye
17-7197-49373,17,Lovesick L.,9.3,7.87,29.8,Mixedwood Plains,21,Walleye
17-7230-49327,17,Clear L.,8.9,7.849,29.6,Mixedwood Plains,25,NA
17-7249-50200,15,Meach L.,11,6.41,2.359,Ontario Shield,7,Brook Trout
17-7257-48946,17,Rice L.,11.4,8.64,32.7,Mixedwood Plains,36,Walleye
17-7310-49388,17,Stony L.,11,8.099,32.6,Mixedwood Plains,34,Walleye
17-7323-49829,15,Paudash L.,7.599,7.419,9.539,Ontario Shield,16,Lake Trout
17-7331-50275,15,McKenzie L.,5.799,6.9,2.7,Ontario Shield,14,Lake Trout
17-7358-49530,15,Jack L.,6.9,7.969,23.8,Ontario Shield,16,Walleye
18-2642-49981,15,Baptiste L.,10.199,6.78,4.36,Ontario Shield,18,Walleye
18-2756-49309,17,Belmont L.,10.1,7.839,20.399,Ontario Shield,30,Walleye
18-2756-49393,17,Cordova L.,13.1,7.74,17,Ontario Shield,16,Walleye
18-2779-50548,15,Aylen L.,4.2,7.07,3.7,Ontario Shield,13,Lake Trout
18-2782-50364,15,Bark L.,7.299,6.799,2.66,Ontario Shield,21,Walleye
18-2790-50077,15,Salmon Trout L.,25.1,7,7.94,Ontario Shield,8,Walleye
18-2810-50600,15,Murphys L.,7.8,6.49,2.819,Ontario Shield,13,Brook Trout
18-2891-50334,15,Kamaniskeg L.,7.7,6.95,3.04,Ontario Shield,25,Walleye
18-2900-50140,15,Fosters L.,8.5,7.839,19.5,Ontario Shield,9,Walleye
18-3030-50572,15,Round L.,6.7,7.28,5.299,Ontario Shield,29,Lake Trout
18-3050-49285,18,Moira L.,9.099,7.91,41.899,Ontario Shield,32,Walleye
18-3065-49990,18,Crystal L.,5,6.37,2.22,Ontario Shield,11,Lake Trout
18-3085-49890,18,Weslemkoon L.,8.099,7,3.96,Ontario Shield,13,Lake Trout
18-3085-49890,18,Weslemkoon L.,8.099,7,3.96,Ontario Shield,9,Lake Trout
18-3186-50482,15,Golden L.,12.8,7.57,8.679,Ontario Shield,28,Walleye
18-3191-50636,15,Kelly L.,9.199,6.69,3.16,Ontario Shield,12,Walleye
18-3220-49677,18,Skootamatta L.,4.799,6.83,4.879,Ontario Shield,17,Walleye
18-3267-49749,18,Mazinaw L.,4.4,7.509,8.32,Ontario Shield,NA,Walleye
18-3280-50833,12,Allumette L.,12.699,6.95,4.16,Mixedwood Plains,45,Walleye
18-3351-50535,15,"Dore, L.",14.6,8.08,24.5,Ontario Shield,22,Walleye
18-3369-49845,18,Buckshot L.,5.599,7.669,10.3,Ontario Shield,18,Lake Trout
18-3380-49750,18,Shawenegog L.,12.5,7.559,17.899,Ontario Shield,15,Walleye
18-3388-49903,18,Brule L.,8.099,7.65,15.5,Ontario Shield,16,Lake Trout
18-3389-49691,18,Kashwakamak L.,5.4,7.889,14.9,Ontario Shield,23,Walleye
18-3401-50475,15,Mink L.,6.7,8.289,39.799,Ontario Shield,19,Walleye
18-3404-49395,18,Sheffield Long L.,11.5,7.28,12.3,Ontario Shield,18,Walleye
18-3434-49499,18,Bull L.,13.1,7.379,12.199,Ontario Shield,20,Walleye
18-3453-49652,18,Big Gull L.,9.699,7.429,9.9,Ontario Shield,23,Walleye
18-3469-50088,15,Black Donald L.,11.199,7.669,11.5,Ontario Shield,20,Walleye
18-3485-50735,12,Lower Allumette L.,13.3,7.139,4.839,Mixedwood Plains,2,Walleye
18-3485-50735,12,Lower Allumette L.,13.3,7.139,4.839,Mixedwood Plains,46,Walleye
18-3511-50603,15,Muskrat L.,36.1,8.259,38,Mixedwood Plains,31,Walleye
18-3549-49862,18,Palmerston L.,5.7,7.9,24.899,Ontario Shield,16,Lake Trout
18-3571-49746,18,Crotch L.,7.5,7.66,15.6,Ontario Shield,18,Walleye
18-3577-50825,12,Lac Coulonge,14.1,6.99,4.299,Mixedwood Plains,47,Walleye
18-3577-50825,12,Lac Coulonge,14.1,6.99,4.299,Mixedwood Plains,2,Walleye
18-3587-49991,18,Govan L.,12.1,7.879,20.6,Ontario Shield,12,Walleye
18-3632-49427,18,Elbow L.,15.5,7.309,6.78,Ontario Shield,15,Walleye
18-3634-50151,15,Calabogie L.,7.099,7.12,10.8,Ontario Shield,18,Walleye
18-3634-50151,15,Calabogie L.,7.099,7.12,10.8,Ontario Shield,NA,Walleye
18-3640-49528,18,Leggat L.,12.4,7.559,9,Ontario Shield,18,Walleye
18-3651-49486,18,Eagle L.,8.199,7.919,14,Ontario Shield,19,Lake Trout
18-3662-50545,12,Lac du Rocher-Fendu,15.8,7.29,5.66,Mixedwood Plains,38,Walleye
18-3668-49582,18,Sharbot L.,6.2,7.75,26,Ontario Shield,29,"Lake Trout, Walleye"
18-3741-49489,18,Bobs L.,11.699,7.769,14.3,Ontario Shield,28,"Lake Trout, Walleye"
18-3762-49801,18,Dalhousie L.,9.699,8.05,18.399,Ontario Shield,28,Walleye
18-3767-49466,18,Burridge L.,5.599,7.95,34.799,Ontario Shield,14,Walleye
18-3782-49339,18,Birch L.,8.8,7.759,20.699,Mixedwood Plains,21,Lake Trout
18-3808-50183,18,White L.,10.3,8.119,34.899,Ontario Shield,22,Walleye
18-3854-50393,12,Lac des Chats,18.8,7.21,5.98,Mixedwood Plains,45,Walleye
18-3862-49620,18,Christie L.,6.2,7.53,19.199,Ontario Shield,27,Walleye
18-3873-49226,18,Loughborough L.,5.3,8.029,37.2,Mixedwood Plains,13,NA
18-3938-49203,18,Dog L.,15.4,7.919,19.899,Mixedwood Plains,14,NA
18-4014-49297,18,Whitefish L.,12.4,7.91,25,Mixedwood Plains,16,NA
18-4040-49580,18,Big Rideau L.,10,8.06,23.399,Ontario Shield,45,Lake Trout
18-4082-49908,18,Mississippi L.,11.6,8.06,28.399,Ontario Shield,24,Walleye
18-4196-49317,18,Charleston L.,11.9,8.259,28.5,Mixedwood Plains,30,Lake Trout
18-4334-50239,12,Lac Deschenes,11.199,6.87,5.759,Mixedwood Plains,65,Walleye
18-5390-50495,12,Lac Dollard-des-Ormeaux,20.6,7.24,7.639,Mixedwood Plains,80,Walleye
